Index,Type,Data
192,eMBB,77
193,eMBB,115
194,eMBB,137
195,eMBB,82
196,eMBB,70
197,eMBB,187
198,eMBB,56
199,eMBB,155
200,eMBB,143
201,eMBB,197
202,eMBB,168
203,eMBB,53
204,eMBB,187
205,eMBB,109
206,eMBB,160
207,eMBB,124
208,eMBB,191
209,eMBB,154
210,eMBB,134
211,eMBB,121
212,eMBB,70
213,eMBB,163
214,eMBB,89
215,eMBB,80
216,eMBB,74
217,eMBB,198
218,eMBB,147
219,eMBB,102
220,eMBB,156
221,eMBB,97
222,eMBB,184
223,eMBB,77
224,eMBB,99
225,eMBB,143
226,eMBB,120
227,eMBB,195
228,eMBB,171
229,eMBB,119
230,eMBB,52
231,eMBB,182
232,eMBB,126
233,eMBB,89
234,eMBB,170
235,eMBB,146
236,eMBB,134
237,eMBB,154
238,eMBB,129
239,eMBB,181
240,mMTC,15
241,mMTC,30
242,mMTC,18
243,mMTC,10
244,mMTC,15
245,mMTC,21
246,mMTC,25
247,mMTC,30
248,mMTC,12
249,mMTC,23
250,mMTC,10
251,mMTC,10
252,mMTC,13
253,mMTC,27
254,mMTC,15
255,mMTC,25
256,mMTC,10
257,mMTC,23
258,mMTC,30
259,mMTC,26
260,mMTC,18
261,mMTC,17
262,mMTC,14
263,mMTC,15
264,mMTC,14
265,mMTC,22
266,mMTC,17
267,mMTC,12
268,mMTC,24
269,mMTC,22
270,mMTC,29
271,mMTC,11
272,mMTC,24
273,mMTC,25
274,mMTC,19
275,mMTC,22
276,mMTC,10
277,mMTC,23
278,mMTC,16
279,mMTC,29
280,mMTC,11
281,mMTC,20
282,mMTC,22
283,mMTC,28
284,mMTC,30
285,mMTC,19
286,mMTC,21
287,mMTC,28
288,mMTC,15
289,mMTC,26
290,mMTC,11
291,mMTC,25
292,mMTC,21
293,mMTC,12
294,mMTC,29
295,mMTC,30
296,mMTC,27
297,mMTC,15
298,mMTC,20
299,mMTC,27
300,mMTC,12
301,mMTC,30
302,mMTC,23
303,mMTC,24
304,mMTC,29
305,mMTC,27
306,mMTC,25
307,mMTC,21
308,mMTC,24
309,mMTC,12
310,mMTC,12
311,mMTC,29
312,mMTC,22
313,mMTC,23
314,mMTC,17
315,mMTC,26
316,mMTC,14
317,mMTC,10
318,mMTC,17
319,mMTC,29
320,mMTC,21
321,mMTC,11
322,mMTC,12
323,mMTC,30
324,mMTC,11
325,mMTC,20
326,mMTC,20
327,mMTC,26
328,mMTC,14
329,mMTC,18
330,mMTC,20
331,mMTC,10
332,mMTC,21
333,mMTC,10
334,mMTC,20
335,mMTC,20
336,mMTC,19
337,mMTC,22
338,mMTC,15
339,mMTC,24
340,mMTC,15
341,mMTC,13
342,mMTC,14
343,mMTC,14
344,mMTC,17
345,mMTC,24
346,mMTC,15
347,mMTC,10
348,mMTC,18
349,mMTC,23
350,mMTC,20
351,mMTC,11
352,mMTC,20
353,mMTC,21
354,mMTC,21
355,mMTC,12
356,mMTC,27
357,mMTC,16
358,mMTC,15
359,mMTC,28
360,mMTC,28
361,mMTC,15
362,mMTC,17
363,mMTC,15
364,mMTC,19
365,mMTC,10
366,mMTC,30
367,mMTC,22
368,mMTC,30
369,mMTC,16
370,mMTC,20
371,mMTC,21
372,mMTC,22
373,mMTC,10
374,mMTC,16
375,mMTC,20
376,mMTC,16
377,mMTC,17
378,mMTC,22
379,mMTC,21
380,mMTC,24
381,mMTC,14
382,mMTC,27
383,mMTC,27
384,mMTC,29
385,mMTC,10
386,mMTC,30
387,mMTC,23
388,mMTC,30
389,mMTC,25
390,mMTC,17
391,mMTC,19
392,mMTC,12
393,mMTC,21
394,mMTC,13
395,mMTC,25
396,mMTC,28
397,mMTC,10
398,mMTC,23
399,mMTC,15
400,mMTC,23
401,mMTC,30
402,mMTC,28
403,mMTC,12
404,mMTC,28
405,mMTC,23
406,mMTC,16
407,mMTC,14
408,mMTC,28
409,mMTC,25
410,mMTC,24
411,mMTC,25
412,mMTC,24
413,mMTC,19
414,mMTC,25
415,mMTC,24
416,mMTC,11
417,mMTC,14
418,mMTC,12
419,mMTC,14
420,mMTC,22
421,mMTC,10
422,mMTC,28
423,mMTC,29
424,mMTC,19
425,mMTC,23
426,mMTC,16
427,mMTC,11
428,mMTC,10
429,mMTC,21
430,mMTC,28
431,mMTC,17
432,mMTC,29
433,mMTC,10
434,mMTC,17
435,mMTC,22
436,mMTC,22
437,mMTC,25
438,mMTC,16
439,mMTC,17
440,mMTC,28
441,mMTC,29
442,mMTC,30
443,mMTC,24
444,mMTC,13
445,mMTC,11
446,mMTC,27
447,mMTC,11
448,mMTC,21
449,mMTC,27
450,mMTC,11
451,mMTC,28
452,mMTC,16
453,mMTC,19
454,mMTC,21
455,mMTC,28
456,mMTC,13
457,mMTC,28
458,mMTC,30
459,mMTC,24
460,mMTC,29
461,mMTC,19
462,mMTC,21
463,mMTC,18
464,mMTC,20
465,mMTC,10
466,mMTC,26
467,mMTC,15
468,mMTC,15
469,mMTC,14
470,mMTC,11
471,mMTC,27
472,mMTC,10
473,mMTC,12
474,mMTC,17
475,mMTC,18
476,mMTC,12
477,mMTC,13
478,mMTC,12
479,mMTC,15
480,mMTC,15
481,mMTC,17
482,mMTC,25
483,mMTC,21
484,mMTC,26
485,mMTC,30
486,mMTC,28
487,mMTC,21
488,mMTC,19
489,mMTC,26
490,mMTC,15
491,mMTC,10
492,mMTC,21
493,mMTC,17
494,mMTC,17
495,mMTC,19
496,mMTC,16
497,mMTC,14
498,mMTC,14
499,mMTC,10
500,mMTC,22
501,mMTC,23
502,mMTC,19
503,mMTC,21
504,mMTC,15
505,mMTC,11
506,mMTC,11
507,mMTC,11
508,mMTC,11
509,mMTC,22
510,mMTC,27
511,mMTC,25
512,mMTC,11
513,mMTC,28
514,mMTC,27
515,mMTC,28
516,mMTC,23
517,mMTC,10
518,mMTC,30
519,mMTC,15
520,mMTC,22
521,mMTC,16
522,mMTC,21
523,mMTC,12
524,mMTC,12
525,mMTC,25
526,mMTC,29
527,mMTC,20
528,mMTC,22
529,mMTC,14
530,mMTC,22
531,mMTC,26
532,mMTC,26
533,mMTC,20
534,mMTC,16
535,mMTC,17
536,mMTC,19
537,mMTC,16
538,mMTC,29
539,mMTC,22
540,mMTC,10
541,mMTC,29
542,mMTC,22
543,mMTC,12
544,mMTC,25
545,mMTC,19
546,mMTC,11
547,mMTC,27
548,mMTC,23
549,mMTC,14
550,mMTC,16
551,mMTC,22
552,mMTC,25
553,mMTC,24
554,mMTC,14
555,mMTC,27
556,mMTC,15
557,mMTC,22
558,mMTC,15
559,mMTC,16
560,mMTC,22
561,mMTC,21
562,mMTC,10
563,mMTC,21
564,mMTC,11
565,mMTC,24
566,mMTC,22
567,mMTC,28
568,mMTC,30
569,mMTC,29
570,mMTC,27
571,mMTC,29
572,mMTC,25
573,mMTC,13
574,mMTC,24
575,mMTC,12
576,mMTC,11
577,mMTC,25
578,mMTC,25
579,mMTC,10
580,mMTC,22
581,mMTC,26
582,mMTC,26
583,mMTC,11
584,mMTC,29
585,mMTC,12
586,mMTC,13
587,mMTC,28
588,mMTC,12
589,mMTC,25
590,mMTC,14
591,mMTC,15
592,mMTC,23
593,mMTC,16
594,mMTC,11
595,mMTC,12
596,mMTC,25
597,mMTC,14
598,mMTC,28
599,mMTC,19
